Ticker,Fiscal_Year,Period_End_Date,Revenue_Millions_USD,Cost_Of_Revenue_Millions_USD,Gross_Profit_Millions_USD,Net_Income_Millions_USD,Diluted_Shares_Millions,Diluted_EPS_USD,Operating_Cash_Flow_Millions_USD,CapEx_Millions_USD,Free_Cash_Flow_Millions_USD,Total_Cash_Millions_USD,Total_Current_Assets_Millions_USD,Total_Current_Liabilities_Millions_USD,Working_Capital_Millions_USD,Total_Debt_Millions_USD,Total_Assets_Millions_USD,Total_Liabilities_Millions_USD,Total_Equity_Millions_USD,Goodwill_And_Intangibles_Millions_USD,Data_Source
MKSI,2009,2009-12-31,392.693,262.477,130.216,-212.659,49.318,-4.312,4.903,4.179,0.724,271.795,532.881,71.3,461.581,12.885,774.069,0.0,774.069,144.511,SEC EDGAR
MKSI,2008,2008-12-31,621.38,373.142,248.238,30.117,50.754,0.593,92.747,13.457,79.29,119.261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEC EDGAR
MRVL,2025,2026-01-31,8194.6,4013.9,4180.7,2670.1,869.7,3.07,1750.5,354.1,1396.4,2638.8,6460.6,3220.5,3240.1,4970.4,22285.3,7976.9,14308.4,12816.9,SEC EDGAR
MRVL,2024,2025-02-01,5767.3,3385.1,2382.2,-885.0,865.5,-1.023,1681.2,284.6,1396.6,948.3,3120.3,2026.8,1093.5,4063.8,20204.5,6777.5,13427.0,14297.5,SEC EDGAR
MRVL,2023,2024-02-03,5507.7,3214.1,2293.6,-933.4,861.3,-1.084,1370.5,336.3,1034.2,950.8,3062.7,1814.2,1248.5,4165.9,21228.5,6397.1,14831.4,15591.0,SEC EDGAR
MRVL,2022,2023-01-28,5919.6,2932.1,2987.5,-163.5,851.4,-0.192,1288.8,206.2,1082.6,911.0,3281.1,2386.7,894.4,5076.5,22522.1,6884.9,15637.2,16688.9,SEC EDGAR
MRVL,2021,2022-01-29,4462.4,2398.2,2064.2,-421.0,796.9,-0.528,819.3,169.2,650.1,613.533,2493.45,1388.542,1104.908,4611.143,22108.597,6406.5,15702.097,17664.551,SEC EDGAR
MRVL,2020,2021-01-30,2968.9,1480.6,1488.3,-277.3,668.8,-0.415,817.3,106.8,710.5,748.467,1617.145,1077.097,540.048,1392.452,10764.924,2329.12,8435.804,7607.661,SEC EDGAR
MRVL,2019,2020-02-01,2699.161,1342.22,1356.941,1584.391,676.094,2.343,360.297,81.921,278.376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEC EDGAR
MSFT,2025,2025-06-30,281724.0,87831.0,193893.0,101832.0,7465.0,13.641,136162.0,64551.0,71611.0,94565.0,191131.0,141218.0,49913.0,43151.0,619003.0,275524.0,343479.0,119509.0,SEC EDGAR
MSFT,2024,2024-06-30,245122.0,74114.0,171008.0,88136.0,7469.0,11.8,118548.0,44477.0,74071.0,75543.0,159734.0,125286.0,34448.0,44937.0,512163.0,243686.0,268477.0,119220.0,SEC EDGAR
MSFT,2023,2023-06-30,211915.0,65863.0,146052.0,72361.0,7472.0,9.684,87582.0,28107.0,59475.0,111262.0,184257.0,104149.0,80108.0,47237.0,411976.0,205753.0,206223.0,67886.0,SEC EDGAR
MSFT,2022,2022-06-30,198270.0,62650.0,135620.0,72738.0,7540.0,9.647,89035.0,23886.0,65149.0,104757.0,169684.0,95082.0,74602.0,49781.0,364840.0,198298.0,166542.0,67524.0,SEC EDGAR
MSFT,2021,2021-06-30,168088.0,52232.0,115856.0,61271.0,7608.0,8.053,76740.0,20622.0,56118.0,130334.0,184406.0,88657.0,95749.0,58146.0,333779.0,191791.0,141988.0,49711.0,SEC EDGAR
MSFT,2020,2020-06-30,143015.0,46078.0,96937.0,44281.0,7683.0,5.764,60675.0,15441.0,45234.0,136527.0,181915.0,72310.0,109605.0,63327.0,301311.0,183007.0,118304.0,43351.0,SEC EDGAR
MSFT,2019,2019-06-30,125843.0,42910.0,82933.0,39240.0,7753.0,5.061,52185.0,13925.0,38260.0,133819.0,175552.0,69420.0,106132.0,72178.0,286556.0,184226.0,102330.0,42026.0,SEC EDGAR
MSFT,2018,2018-06-30,110360.0,38353.0,72007.0,16571.0,7794.0,2.126,43884.0,11632.0,32252.0,133768.0,169662.0,58488.0,111174.0,76240.0,258848.0,176130.0,82718.0,35683.0,SEC EDGAR
MSFT,2017,2017-06-30,89950.0,34261.0,55689.0,25489.0,7832.0,3.254,39507.0,8129.0,31378.0,7663.0,159851.0,64527.0,95324.0,86194.0,241086.0,168692.0,72394.0,35122.0,SEC EDGAR
MSFT,2016,2016-06-30,85320.0,32780.0,52540.0,20539.0,8013.0,2.563,33325.0,8343.0,24982.0,6510.0,139660.0,59357.0,80303.0,53687.0,193694.0,121697.0,71997.0,17872.0,SEC EDGAR
MSFT,2015,2015-06-30,93580.0,33038.0,60542.0,12193.0,8254.0,1.477,0.0,5944.0,-5944.0,5595.0,124712.0,49858.0,74854.0,35292.0,176223.0,96140.0,80083.0,16939.0,SEC EDGAR
MSFT,2014,2014-06-30,86833.0,27078.0,59755.0,22074.0,8399.0,2.628,0.0,5485.0,-5485.0,8669.0,114246.0,45625.0,68621.0,22645.0,172384.0,82600.0,89784.0,20127.0,SEC EDGAR
MSFT,2013,2013-06-30,77849.0,20385.0,57464.0,21863.0,8470.0,2.581,28833.0,4257.0,24576.0,3804.0,101466.0,37417.0,64049.0,15600.0,142431.0,63487.0,78944.0,14655.0,SEC EDGAR
MSFT,2012,2012-06-30,73723.0,17530.0,56193.0,16978.0,8506.0,1.996,31626.0,2305.0,29321.0,6938.0,85084.0,32688.0,52396.0,11944.0,121271.0,54908.0,66363.0,13452.0,SEC EDGAR
MSFT,2011,2011-06-30,69943.0,15577.0,54366.0,23150.0,8593.0,2.694,26994.0,2355.0,24639.0,9610.0,74918.0,28774.0,46144.0,11921.0,108704.0,51621.0,57083.0,12581.0,SEC EDGAR
MSFT,2010,2010-06-30,62484.0,12395.0,50089.0,18760.0,8927.0,2.101,24073.0,1977.0,22096.0,5505.0,55676.0,26147.0,29529.0,5939.0,86113.0,39938.0,46175.0,12394.0,SEC EDGAR
MSFT,2009,2009-06-30,58437.0,12155.0,46282.0,14569.0,8996.0,1.619,19037.0,3119.0,15918.0,6076.0,49280.0,27034.0,22246.0,5746.0,77888.0,0.0,77888.0,14262.0,SEC EDGAR
MSFT,2008,2008-06-30,60420.0,11598.0,48822.0,17681.0,9470.0,1.867,21612.0,3182.0,18430.0,10339.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12108.0,SEC EDGAR
MU,2025,2025-08-28,37378.0,22505.0,14873.0,8539.0,1125.0,7.59,17525.0,15857.0,1668.0,9642.0,28841.0,11454.0,17387.0,0.0,82798.0,28633.0,54165.0,1603.0,SEC EDGAR
MU,2024,2024-08-29,25111.0,19498.0,5613.0,778.0,1118.0,0.696,8507.0,8386.0,121.0,7041.0,24372.0,9248.0,15124.0,0.0,69416.0,24285.0,45131.0,1566.0,SEC EDGAR
MU,2023,2023-08-31,15540.0,16956.0,-1416.0,-5833.0,1093.0,-5.337,1559.0,7676.0,-6117.0,8577.0,21244.0,4765.0,16479.0,0.0,64254.0,20134.0,44120.0,1554.0,SEC EDGAR
MU,2022,2022-09-01,30758.0,16860.0,13898.0,8687.0,1122.0,7.742,15181.0,12067.0,3114.0,8262.0,21781.0,7539.0,14242.0,0.0,66283.0,16376.0,49907.0,1649.0,SEC EDGAR
MU,2021,2021-09-02,27705.0,17282.0,10423.0,5861.0,1141.0,5.137,12468.0,10030.0,2438.0,7763.0,19907.0,6424.0,13483.0,0.0,58849.0,14916.0,43933.0,1577.0,SEC EDGAR
MU,2020,2020-09-03,21435.0,14883.0,6552.0,2687.0,1131.0,2.376,8306.0,8223.0,83.0,7624.0,17965.0,6635.0,11330.0,0.0,53678.0,14682.0,38996.0,1562.0,SEC EDGAR
MU,2019,2019-08-29,23406.0,12704.0,10702.0,6313.0,1143.0,5.523,13189.0,9780.0,3409.0,7152.0,16503.0,6390.0,10113.0,0.0,48887.0,12019.0,36868.0,1568.0,SEC EDGAR
MU,2018,2018-08-30,30391.0,12500.0,17891.0,14135.0,1229.0,11.501,17400.0,8879.0,8521.0,6506.0,16039.0,5754.0,10285.0,0.0,43376.0,10112.0,33264.0,1559.0,SEC EDGAR
MU,2017,2017-08-31,20322.0,11886.0,8436.0,5089.0,1154.0,4.41,8153.0,4734.0,3419.0,5109.0,12457.0,5334.0,7123.0,0.0,35336.0,15845.0,19491.0,1615.0,SEC EDGAR
MU,2016,2016-09-01,12399.0,9894.0,2505.0,-276.0,1036.0,-0.266,3168.0,5817.0,-2649.0,4140.0,9495.0,4835.0,4660.0,0.0,27540.0,14612.0,12928.0,568.0,SEC EDGAR
MU,2015,2015-09-03,16192.0,10977.0,5215.0,2899.0,1170.0,2.478,5208.0,4021.0,1187.0,2287.0,8596.0,3905.0,4691.0,0.0,24143.0,10855.0,13288.0,449.0,SEC EDGAR
MU,2014,2014-08-28,16358.0,10921.0,5437.0,3045.0,1198.0,2.542,0.0,3107.0,-3107.0,4150.0,10245.0,4811.0,5434.0,0.0,22498.0,10868.0,11630.0,0.0,SEC EDGAR
MU,2013,2013-08-29,9073.0,7226.0,1847.0,1190.0,1057.0,1.126,0.0,1442.0,-1442.0,2880.0,8911.0,4125.0,4786.0,0.0,19118.0,9112.0,10006.0,0.0,SEC EDGAR
MU,2012,2012-08-30,8234.0,7266.0,968.0,-1032.0,991.0,-1.041,2114.0,1699.0,415.0,2459.0,5758.0,2243.0,3515.0,3262.0,14328.0,5911.0,8417.0,0.0,SEC EDGAR
MU,2011,2011-09-01,8788.0,7030.0,1758.0,167.0,1007.5,0.166,2484.0,2550.0,-66.0,2160.0,5832.0,2480.0,3352.0,2001.0,14752.0,4900.0,9852.0,0.0,SEC EDGAR
MU,2010,2010-09-02,8482.0,5768.0,2714.0,1850.0,1050.7,1.761,3096.0,616.0,2480.0,2913.0,6333.0,2702.0,3631.0,2360.0,14693.0,4877.0,9816.0,0.0,SEC EDGAR
MU,2009,2009-09-03,4803.0,5243.0,-440.0,-1882.0,800.7,-2.35,1206.0,488.0,718.0,1485.0,3344.0,1892.0,1452.0,2803.0,11459.0,4520.0,6939.0,344.0,SEC EDGAR
NOW,2025,2025-12-31,13278.0,2983.0,10295.0,1748.0,1046.691,1.67,5444.0,868.0,4576.0,3726.0,10471.0,10443.0,28.0,0.0,26038.0,13074.0,12964.0,4699.0,SEC EDGAR
NOW,2024,2024-12-31,10984.0,2287.0,8697.0,1425.0,1042.113,1.367,4267.0,852.0,3415.0,2304.0,9187.0,8358.0,829.0,0.0,20383.0,10774.0,9609.0,1482.0,SEC EDGAR
NOW,2023,2023-12-31,8971.0,1921.0,7050.0,1731.0,1027.953,1.684,3398.0,694.0,2704.0,1897.0,7777.0,7365.0,412.0,0.0,17387.0,9759.0,7628.0,1455.0,SEC EDGAR
NOW,2022,2022-12-31,7245.0,1573.0,5672.0,325.0,203.535,1.597,2723.0,550.0,2173.0,1470.0,6654.0,6005.0,649.0,0.0,13299.0,8267.0,5032.0,1056.0,SEC EDGAR
NOW,2021,2021-12-31,5896.0,1353.0,4543.0,230.0,203.167,1.132,2191.0,392.0,1799.0,1728.0,5220.0,4949.0,271.0,92.0,10798.0,7103.0,3695.0,1064.0,SEC EDGAR
NOW,2020,2020-12-31,4519.0,987.0,3532.0,119.0,202.478,0.588,1786.0,419.0,1367.0,1676.794,4521.842,3737.144,784.698,1640.0,8715.057,5880.576,2834.481,394.131,SEC EDGAR
NOW,2019,2019-12-31,3460.0,796.0,2664.0,626.698,197.223,3.178,1236.0,265.0,971.0,775.778,2826.901,2752.785,74.116,694.981,6022.43,3894.489,2127.941,300.606,SEC EDGAR
NOW,2018,2018-12-31,2608.816,622.658,1986.158,-26.704,177.846,-0.15,811.089,224.462,586.627,566.204,2344.693,2012.573,332.12,0.0,3879.14,2767.941,1111.199,249.427,SEC EDGAR
NOW,2017,2017-12-31,1933.026,499.862,1433.164,-116.846,171.176,-0.683,642.94,150.51,492.43,726.495,2410.564,2100.631,309.933,0.0,3397.904,2813.772,584.132,215.644,SEC EDGAR
NOW,2016,2016-12-31,1390.513,398.995,991.518,-414.249,0.0,0.0,159.081,105.562,53.519,401.238,1342.535,1071.498,271.037,0.0,2033.767,1646.806,386.961,148.388,SEC EDGAR
NOW,2015,2015-12-31,1005.48,329.413,676.067,-198.426,0.0,0.0,317.754,87.481,230.273,412.305,1085.635,731.636,353.999,0.0,1807.052,1240.238,566.814,98.674,SEC EDGAR
NOW,2014,2014-12-31,682.563,248.776,433.787,-179.387,0.0,0.0,140.937,54.379,86.558,252.455,906.986,506.997,399.989,0.0,1425.079,996.404,428.675,109.542,SEC EDGAR
NOW,2013,2013-12-31,424.65,155.259,269.391,-73.708,135.416,-0.544,81.746,55.321,26.425,366.303,797.749,328.088,469.661,0.0,1168.476,774.217,394.259,14.52,SEC EDGAR
NOW,2012,2012-12-31,243.712,104.009,139.703,-37.348,73.909,-0.505,48.766,42.066,6.7,118.989,422.089,211.627,210.462,0.0,478.114,234.709,243.405,0.596,SEC EDGAR
NOW,2011,2011-06-30,92.641,31.575,61.066,9.83,28.095,0.35,37.468,8.733,28.735,59.853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEC EDGAR
NOW,2010,2010-06-30,43.329,16.19,27.139,-29.705,23.158,-1.283,-7.532,1.584,-9.116,29.402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEC EDGAR
NVDA,2025,2026-01-25,215938.0,62475.0,153463.0,120067.0,24514.0,4.898,102718.0,6042.0,96676.0,10605.0,125605.0,32163.0,93442.0,8468.0,206803.0,49510.0,157293.0,24138.0,SEC EDGAR
NVDA,2024,2025-01-26,130497.0,32639.0,97858.0,72880.0,24804.0,2.938,64089.0,3236.0,60853.0,8589.0,80126.0,18047.0,62079.0,8463.0,111601.0,32274.0,79327.0,5995.0,SEC EDGAR
NVDA,2023,2024-01-28,60922.0,16621.0,44301.0,29760.0,24940.0,1.193,28090.0,1069.0,27021.0,7280.0,44345.0,10631.0,33714.0,9709.0,65728.0,22750.0,42978.0,5542.0,SEC EDGAR
NVDA,2022,2023-01-29,26974.0,11618.0,15356.0,4368.0,25070.0,0.174,5641.0,1833.0,3808.0,3389.0,23073.0,6563.0,16510.0,10953.0,41182.0,19081.0,22101.0,6048.0,SEC EDGAR
NVDA,2021,2022-01-30,26914.0,9439.0,17475.0,9752.0,2535.0,3.847,9108.0,976.0,8132.0,1990.0,28829.0,4335.0,24494.0,10946.0,44187.0,17575.0,26612.0,6688.0,SEC EDGAR
NVDA,2020,2021-01-31,16675.0,6279.0,10396.0,4332.0,2510.0,1.726,5822.0,0.0,5822.0,847.0,16055.0,3925.0,12130.0,6963.0,28791.0,11898.0,16893.0,6930.0,SEC EDGAR
NVDA,2019,2020-01-26,10918.0,4150.0,6768.0,2796.0,2472.0,1.131,4761.0,0.0,4761.0,10896.0,13690.0,1784.0,11906.0,1991.0,17315.0,5111.0,12204.0,667.0,SEC EDGAR
NVDA,2018,2019-01-27,11716.0,4545.0,7171.0,4141.0,625.0,6.626,3743.0,0.0,3743.0,782.0,10557.0,1329.0,9228.0,0.0,13292.0,3950.0,9342.0,663.0,SEC EDGAR
NVDA,2017,2018-01-28,9714.0,3892.0,5822.0,3047.0,632.0,4.821,3502.0,0.0,3502.0,4002.0,9255.0,1153.0,8102.0,0.0,11241.0,3770.0,7471.0,670.0,SEC EDGAR
NVDA,2016,2017-01-29,6910.0,2847.0,4063.0,1666.0,649.0,2.567,1672.0,0.0,1672.0,1766.0,8536.0,1788.0,6748.0,0.0,9841.0,4048.0,5793.0,722.0,SEC EDGAR
NVDA,2015,2016-01-31,5010.0,2199.0,2811.0,614.0,569.0,1.079,1175.0,0.0,1175.0,596.0,6053.0,2351.0,3702.0,0.0,7370.0,2814.0,4556.0,784.0,SEC EDGAR
NVDA,2014,2015-01-25,4682.0,2083.0,2599.0,631.0,563.0,1.121,906.0,0.0,906.0,496.654,5713.297,896.03,4817.267,0.0,7201.368,2783.0,4418.368,839.893,SEC EDGAR
NVDA,2013,2014-01-26,4130.0,1862.0,2268.0,440.0,595.0,0.739,835.0,0.0,835.0,1151.587,5624.711,945.496,4679.215,0.0,7250.894,0.0,7250.894,939.191,SEC EDGAR
NVDA,2012,2013-01-27,4280.159,2053.816,2226.343,562.536,624.957,0.9,824.172,0.0,824.172,732.786,4775.258,976.223,3799.035,0.0,6412.245,0.0,6412.245,953.362,SEC EDGAR
NVDA,2011,2012-01-29,3997.93,1941.413,2056.517,581.09,616.371,0.943,909.156,138.735,770.421,667.876,3905.358,929.958,2975.4,0.0,5552.928,0.0,5552.928,967.166,SEC EDGAR
NVDA,2010,2011-01-30,3543.309,2134.219,1409.09,253.146,588.684,0.43,675.797,97.89,577.907,665.361,3226.95,942.682,2284.268,0.0,4495.246,0.0,4495.246,658.589,SEC EDGAR
NVDA,2009,2010-01-31,3326.445,2149.522,1176.923,-67.987,549.574,-0.124,487.807,77.601,410.206,447.221,2480.83,784.378,1696.452,0.0,3585.918,0.0,3585.918,490.302,SEC EDGAR
NVDA,2008,2009-01-25,3424.859,2250.59,1174.269,-30.041,0.548,-54.807,249.36,0.0,249.36,417.688,2167.958,778.591,1389.367,0.0,3350.727,0.0,3350.727,516.945,SEC EDGAR
NVDA,2007,2008-01-27,4097.86,2228.58,1869.28,797.645,0.607,1314.658,1270.196,0.0,1270.196,726.969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEC EDGAR
ORCL,2025,2025-05-31,57399.0,0.0,57399.0,12443.0,2866.0,4.342,20821.0,21215.0,-394.0,10786.0,24579.0,32643.0,-8064.0,0.0,168361.0,0.0,168361.0,62207.0,SEC EDGAR
ORCL,2024,2024-05-31,52961.0,0.0,52961.0,10467.0,2823.0,3.708,18673.0,6866.0,11807.0,10454.0,22554.0,31544.0,-8990.0,0.0,140976.0,0.0,140976.0,62230.0,SEC EDGAR
ORCL,2023,2023-05-31,49954.0,0.0,49954.0,8503.0,2766.0,3.074,17165.0,8695.0,8470.0,9765.0,21004.0,23090.0,-2086.0,0.0,134384.0,0.0,134384.0,62261.0,SEC EDGAR
ORCL,2022,2022-05-31,42440.0,0.0,42440.0,6717.0,2786.0,2.411,9539.0,4511.0,5028.0,21383.0,31633.0,19511.0,12122.0,0.0,109297.0,0.0,109297.0,43811.0,SEC EDGAR
ORCL,2021,2021-05-31,40479.0,0.0,40479.0,13746.0,3022.0,4.549,15887.0,2135.0,13752.0,30098.0,55567.0,24164.0,31403.0,0.0,131107.0,0.0,131107.0,43935.0,SEC EDGAR
ORCL,2020,2020-05-31,39068.0,0.0,39068.0,10135.0,3294.0,3.077,13139.0,1564.0,11575.0,37239.0,52140.0,17200.0,34940.0,0.0,115438.0,0.0,115438.0,43769.0,SEC EDGAR
ORCL,2019,2019-05-31,39506.0,0.0,39506.0,11083.0,3732.0,2.97,14551.0,1660.0,12891.0,20514.0,46386.0,18630.0,27756.0,0.0,108709.0,0.0,108709.0,43779.0,SEC EDGAR
ORCL,2018,2018-05-31,39383.0,0.0,39383.0,3587.0,4238.0,0.846,15386.0,1736.0,13650.0,21620.0,75964.0,19195.0,56769.0,0.0,137264.0,0.0,137264.0,43755.0,SEC EDGAR
ORCL,2017,2017-05-31,37792.0,0.0,37792.0,9452.0,4217.0,2.241,14126.0,2021.0,12105.0,21784.0,74515.0,24178.0,50337.0,0.0,134991.0,0.0,134991.0,43045.0,SEC EDGAR
ORCL,2016,2016-05-31,37047.0,0.0,37047.0,8901.0,4305.0,2.068,13685.0,1189.0,12496.0,20152.0,64313.0,17208.0,47105.0,0.0,112180.0,0.0,112180.0,39533.0,SEC EDGAR
ORCL,2015,2015-05-31,38226.0,0.0,38226.0,9938.0,4503.0,2.207,0.0,1391.0,-1391.0,21716.0,63183.0,15291.0,47892.0,0.0,110903.0,0.0,110903.0,40493.0,SEC EDGAR
ORCL,2014,2014-05-31,38275.0,0.0,38275.0,10955.0,4604.0,2.379,0.0,580.0,-580.0,17769.0,48138.0,14389.0,33749.0,0.0,90344.0,0.0,90344.0,35789.0,SEC EDGAR
ORCL,2013,2013-05-31,37180.0,0.0,37180.0,10925.0,4844.0,2.255,14224.0,650.0,13574.0,14613.0,41692.0,12872.0,28820.0,0.0,81812.0,0.0,81812.0,33983.0,SEC EDGAR
ORCL,2012,2012-05-31,37121.0,0.0,37121.0,9981.0,5095.0,1.959,13743.0,648.0,13095.0,14955.0,40023.0,15388.0,24635.0,0.0,78327.0,0.0,78327.0,33018.0,SEC EDGAR
ORCL,2011,2011-05-31,35622.0,2057.0,33565.0,8547.0,5128.0,1.667,11214.0,450.0,10764.0,16163.0,39174.0,14192.0,24982.0,0.0,73535.0,0.0,73535.0,29413.0,SEC EDGAR
ORCL,2010,2010-05-31,26820.0,880.0,25940.0,6135.0,5073.0,1.209,8681.0,230.0,8451.0,9914.0,27004.0,14691.0,12313.0,0.0,61578.0,0.0,61578.0,29746.0,SEC EDGAR
ORCL,2009,2009-05-31,23252.0,0.0,23252.0,5677.0,5130.0,1.107,8255.0,0.0,8255.0,8995.0,18581.0,9149.0,9432.0,0.0,47416.0,0.0,47416.0,18842.0,SEC EDGAR
ORCL,2008,2008-05-31,22430.0,0.0,22430.0,5581.0,5229.0,1.067,7402.0,0.0,7402.0,8262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEC EDGAR
PLTR,2025,2025-12-31,4475.446,789.177,3686.269,1625.033,2565.197,0.633,2134.473,33.882,2100.591,1423.796,8358.174,1175.581,7182.593,0.0,8900.392,1412.381,7488.011,0.0,SEC EDGAR
PLTR,2024,2024-12-31,2865.507,565.99,2299.517,462.19,2450.818,0.189,1153.865,12.634,1141.231,2098.524,5934.289,996.018,4938.271,0.0,6340.884,1246.477,5094.407,0.0,SEC EDGAR
PLTR,2023,2023-12-31,2225.012,431.105,1793.907,209.825,2297.927,0.091,712.183,15.114,697.069,831.047,4138.618,746.018,3392.6,0.0,4522.425,961.46,3560.965,0.0,SEC EDGAR
PLTR,2022,2022-12-31,1905.871,408.549,1497.322,-373.705,2063.793,-0.181,223.737,40.027,183.71,2598.54,3041.577,587.941,2453.636,0.0,3461.239,818.802,2642.437,37.938,SEC EDGAR
PLTR,2021,2021-12-31,1541.889,339.404,1202.485,-520.379,1923.617,-0.271,333.851,12.627,321.224,2290.674,2863.25,660.061,2203.189,0.0,3247.45,956.42,2291.03,1.869,SEC EDGAR
PLTR,2020,2020-12-31,1092.673,352.547,740.126,-1166.391,979.33,-1.191,-296.608,12.236,-308.844,2011.323,2257.429,603.823,1653.606,197.977,2690.504,1167.954,1522.55,0.0,SEC EDGAR
PLTR,2019,2019-12-31,742.555,242.373,500.182,-579.646,576.959,-1.005,-165.215,13.096,-178.311,1079.154,1214.153,728.598,485.555,396.065,1594.025,1447.436,146.589,0.0,SEC EDGAR
PLTR,2018,2018-12-31,595.409,165.401,430.008,-580.027,544.014,-1.066,-39.012,13.004,-52.016,1116.342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEC EDGAR
PYPL,2025,2025-12-31,33172.0,0.0,33172.0,5233.0,968.0,5.406,6416.0,852.0,5564.0,10422.0,59759.0,46443.0,13316.0,9987.0,80173.0,59917.0,20256.0,10864.0,SEC EDGAR
PYPL,2024,2024-12-31,31797.0,0.0,31797.0,4147.0,1039.0,3.991,7450.0,683.0,6767.0,10823.0,61092.0,48376.0,12716.0,9879.0,81611.0,61194.0,20417.0,10837.0,SEC EDGAR
PYPL,2023,2023-12-31,29771.0,0.0,29771.0,4246.0,1107.0,3.836,4843.0,623.0,4220.0,14060.0,62569.0,48466.0,14103.0,9676.0,82166.0,61115.0,21051.0,11026.0,SEC EDGAR
PYPL,2022,2022-12-31,27518.0,0.0,27518.0,2419.0,1158.0,2.089,5813.0,706.0,5107.0,10868.0,57517.0,45101.0,12416.0,10417.0,78717.0,58443.0,20274.0,11209.0,SEC EDGAR
PYPL,2021,2021-12-31,25371.0,0.0,25371.0,4169.0,1186.0,3.515,5797.0,908.0,4889.0,9500.0,52574.0,43029.0,9545.0,8049.0,75803.0,54076.0,21727.0,11454.0,SEC EDGAR
PYPL,2020,2020-12-31,21454.0,0.0,21454.0,4202.0,1187.0,3.54,6219.0,866.0,5353.0,13083.0,50995.0,38447.0,12548.0,8939.0,70379.0,50316.0,20063.0,9135.0,SEC EDGAR
PYPL,2019,2019-12-31,17772.0,0.0,17772.0,2459.0,1188.0,2.07,4071.0,704.0,3367.0,10761.0,38495.0,26919.0,11576.0,4965.0,51333.0,34404.0,16929.0,6212.0,SEC EDGAR
PYPL,2018,2018-12-31,15451.0,0.0,15451.0,2057.0,1203.0,1.71,5480.0,823.0,4657.0,9109.0,32963.0,25904.0,7059.0,0.0,43332.0,27946.0,15386.0,6284.0,SEC EDGAR
PYPL,2017,2017-12-31,13094.0,0.0,13094.0,1795.0,1221.0,1.47,2531.0,667.0,1864.0,5695.0,32645.0,22863.0,9782.0,0.0,40774.0,24780.0,15994.0,4339.0,SEC EDGAR
PYPL,2016,2016-12-31,10842.0,0.0,10842.0,1401.0,1218.0,1.15,3158.0,669.0,2489.0,4975.0,25733.0,16878.0,8855.0,0.0,33103.0,18391.0,14712.0,4059.0,SEC EDGAR
PYPL,2015,2015-12-31,9248.0,0.0,9248.0,1228.0,1229.0,0.999,2546.0,722.0,1824.0,3411.0,20648.0,13617.0,7031.0,0.0,28881.0,15122.0,13759.0,4069.0,SEC EDGAR
PYPL,2014,2014-12-31,8025.0,0.0,8025.0,419.0,1224.0,0.342,2220.0,492.0,1728.0,2230.0,17565.0,13283.0,4282.0,0.0,21917.0,13669.0,8248.0,3189.0,SEC EDGAR
PYPL,2013,2013-12-31,6727.0,0.0,6727.0,955.0,1224.0,0.78,1993.0,391.0,1602.0,1604.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3187.0,SEC EDGAR
QCOM,2025,2025-09-28,44284.0,19738.0,24546.0,5541.0,1105.0,5.014,14012.0,1192.0,12820.0,5520.0,25754.0,9144.0,16610.0,14811.0,50143.0,28937.0,21206.0,12506.0,SEC EDGAR
QCOM,2024,2024-09-29,38962.0,17060.0,21902.0,10142.0,1130.0,8.975,12202.0,1041.0,11161.0,7849.0,25231.0,10504.0,14727.0,14634.0,55154.0,28880.0,26274.0,12043.0,SEC EDGAR
QCOM,2023,2023-09-24,35820.0,15869.0,19951.0,7232.0,1126.0,6.423,11299.0,1450.0,9849.0,8450.0,22464.0,9628.0,12836.0,15398.0,51040.0,29459.0,21581.0,12050.0,SEC EDGAR
QCOM,2022,2022-09-25,44200.0,18635.0,25565.0,12936.0,1137.0,11.377,9096.0,2262.0,6834.0,2773.0,20724.0,11866.0,8858.0,14983.0,49014.0,31001.0,18013.0,12390.0,SEC EDGAR
QCOM,2021,2021-09-26,33566.0,14262.0,19304.0,9043.0,1149.0,7.87,10536.0,1888.0,8648.0,7116.0,20075.0,11951.0,8124.0,15245.0,41240.0,31290.0,9950.0,8704.0,SEC EDGAR
QCOM,2020,2020-09-27,23531.0,9255.0,14276.0,5198.0,1149.0,4.524,5814.0,1407.0,4407.0,6707.0,18519.0,8672.0,9847.0,15226.0,35594.0,29517.0,6077.0,7976.0,SEC EDGAR
QCOM,2019,2019-09-29,24273.0,8599.0,15674.0,4386.0,1220.0,3.595,7286.0,887.0,6399.0,11839.0,16765.0,8935.0,7830.0,15434.0,32957.0,28048.0,4909.0,8454.0,SEC EDGAR
QCOM,2018,2018-09-30,22611.0,10244.0,12367.0,-4964.0,1463.0,-3.393,3908.0,784.0,3124.0,11777.0,17384.0,11236.0,6148.0,15365.0,32686.0,31758.0,928.0,9453.0,SEC EDGAR
